# source=https://www.bundesbank.de/resource/blob/926192/b27b518a016ea7ca7af321eb7289fcf4/472B63F073F071307366337C94F8C870/blz-aktuell-csv-data.csv
# source_sha256=3a5484358b326d6d9ed8bea003601a7d79abbc100cdb81fd0d30e0c8a21898a6
# valid_from=2026-06-08
# valid_to=2026-09-06
# synthetic_non_routable_bank_code=00000000
bank_code,bic,change_marker,deletion_flag,successor_bank_code
40069606,GENODEM1ERR,U,0,00000000
40069622,GENODEM1LSP,U,0,00000000
40069709,GENODEM1DLR,U,0,00000000
40069716,GENODEM1SCN,U,0,00000000
40070024,DEUTDEDB400,U,0,00000000
40070080,DEUTDE3B400,U,0,00000000
40070211,DEUTDE3BP10,U,0,00000000
40070224,DEUTDEDBP10,U,0,00000000
40080040,DRESDEFF400,U,0,00000000
40080085,DRESDEFFI68,U,0,00000000
40090900,GENODEF1P15,U,0,00000000
40150001,WELADEDDXXX,U,0,00000000
40153768,WELADED1EMS,U,0,00000000
40154006,WELADED1GRO,U,0,00000000
40154476,WELADED1LEN,U,0,00000000
40154530,WELADE3WXXX,U,0,00000000
40154702,WELADED1STL,U,0,00000000
40160050,GENODEM1MSC,U,0,00000000
40163720,GENODEM1SEE,U,0,00000000
40164024,GENODEM1GRN,U,0,00000000
40164256,GENODEM1LAE,U,0,00000000
40164352,GENODEM1CNO,U,0,00000000
40164528,GENODEM1LHN,U,0,00000000
40164618,GENODEM1OTR,U,0,00000000
40164901,GENODEM1GE1,U,0,00000000
40165366,GENODEM1SEM,U,0,00000000
40166439,GENODEM1LLE,U,0,00000000
40166800,GENODEM1BUL,U,0,00000000
40340030,COBADEFFXXX,U,0,00000000
40350005,WELADED1RHN,U,0,00000000
40351060,WELADED1STF,U,0,00000000
40351220,WELADED1IBB,U,0,00000000
40361627,GENODEM1WKP,U,0,00000000
40361906,GENODEM1IBB,U,0,00000000
40363433,GENODEM1HRL,U,0,00000000
40370024,DEUTDEDB403,U,0,00000000
40370079,DEUTDE3B403,U,0,00000000
41040018,COBADEFFXXX,U,0,00000000
41041000,COBADEFFXXX,U,0,00000000
41050095,WELADED1HAM,U,0,00000000
41051605,WELADED1WRN,U,0,00000000
41051845,WELADED1BGK,U,0,00000000
41061011,GENODEM1HBH,U,0,00000000
41061903,GENODEM1BAG,U,0,00000000
41062215,GENODEM1BO1,U,0,00000000
41070024,DEUTDEDB410,U,0,00000000
41070049,DEUTDEDE410,U,0,00000000
41240048,COBADEFFXXX,U,0,00000000
41250035,WELADED1BEK,U,0,00000000
41260006,GENODEM1BEK,U,0,00000000
41261324,GENODEM1EOW,U,0,00000000
41261419,GENODEM1OEN,U,0,00000000
41262501,GENODEM1AHL,U,0,00000000
41280043,DRESDEFF413,U,0,00000000
41440018,COBADEFFXXX,U,0,00000000
41450075,WELADED1SOS,U,0,00000000
41451750,WELADED1WRL,U,0,00000000
41460116,GENODEM1SOE,U,0,00000000
41462295,GENODEM1WRU,U,0,00000000
41650001,WELADED1LIP,U,0,00000000
41651770,WELADED1HSL,U,0,00000000
41651815,WELADED1ERW,U,0,00000000
41651965,WELADED1GES,U,0,00000000
41660124,GENODEM1LPS,U,0,00000000
41661206,GENODEM1ANR,U,0,00000000
41661504,GENODEM1LBH,U,0,00000000
41661719,GENODEM1BRI,U,0,00000000
41662465,GENODEM1SGE,U,0,00000000
41662557,GENODEM1WST,U,0,00000000
41663335,GENODEM1HOE,U,0,00000000
41670024,DEUTDEDB416,M,0,00000000
41670027,DEUTDE3B416,M,0,00000000
41670028,DEUTDE3B417,U,0,00000000
41670029,DEUTDE3B414,U,0,00000000
41670030,DEUTDE3B418,U,0,00000000
42030600,ISBKDEFXGEL,U,0,00000000
42040040,COBADEFFXXX,U,0,00000000
42050001,WELADED1GEK,U,0,00000000
42070024,DEUTDEDB420,U,0,00000000
42070062,DEUTDEDE420,U,0,00000000
42080082,DRESDEFF420,U,0,00000000
42260001,GENODEM1GBU,U,0,00000000
42450040,WELADED1GLA,U,0,00000000
42451220,WELADED1BOT,U,0,00000000
42461435,GENODEM1KIH,U,0,00000000
42640048,COBADEFFXXX,U,0,00000000
42650150,WELADED1REK,U,0,00000000
42651315,WELADED1HAT,U,0,00000000
42661008,GENODEM1MRL,U,0,00000000
42661088,GENODEM1MRL,U,0,00000000
42661330,GENODEM1HLT,U,0,00000000
42661717,GENODEM1WLW,U,0,00000000
42662320,GENODEM1DST,U,0,00000000
42680081,DRESDEFF426,U,0,00000000
42840005,COBADEFFXXX,U,0,00000000
42850035,WELADED1BOH,U,0,00000000
42860003,GENODEM1BOH,U,0,00000000
42861239,GENODEM1RKN,U,0,00000000
42861387,GENODEM1BOB,U,0,00000000
42861515,GENODEM1BOG,U,0,00000000
42861608,GENODEM1HEI,U,0,00000000
42861814,GENODEM1RHD,U,0,00000000
42862451,GENODEM1RAE,U,0,00000000
42870024,DEUTDEDB428,U,0,00000000
42870077,DEUTDE3B428,U,0,00000000
43000000,MARKDEF1430,U,0,00000000
43040036,COBADEFFXXX,U,0,00000000
43050001,WELADED1BOC,U,0,00000000
43051040,WELADED1HTG,U,0,00000000
43060129,GENODEM1BOC,U,0,00000000
43060967,GENODEM1GLS,U,0,00000000
43060988,GENODEM1GLS,U,0,00000000
43070024,DEUTDEDB430,U,0,00000000
43070061,DEUTDEDE430,U,0,00000000
43080083,DRESDEFF430,U,0,00000000
43250030,WELADED1HRN,U,0,00000000
44000000,MARKDEF1440,U,0,00000000
44010046,PBNKDEFFXXX,U,0,00000000
44020090,HYVEDEMM808,U,0,00000000
44040037,COBADEFFXXX,U,0,00000000
44040060,COBADEFFXXX,U,0,00000000
44040061,COBADEFFXXX,U,0,00000000
44040085,COBADEFFXXX,U,0,00000000
44050000,WELADE3DXXX,U,0,00000000
44050199,DORTDE33XXX,U,0,00000000
44060122,GENODEM1DNW,U,0,00000000
44064406,GENODED1KDD,U,0,00000000
44070024,DEUTDEDB440,U,0,00000000
44070050,DEUTDEDE440,U,0,00000000
44080050,DRESDEFF440,U,0,00000000
44080055,DRESDEFF446,U,0,00000000
44080057,DRESDEFF447,U,0,00000000
44080085,DRESDEFFI69,U,0,00000000
44089320,DRESDEFFI18,U,0,00000000
44090920,GENODEF1P04,U,0,00000000
44152370,WELADED1LUN,U,0,00000000
44152490,WELADED1SWT,U,0,00000000
44160014,GENODEM1DOR,U,0,00000000
44340037,COBADEFFXXX,U,0,00000000
44350060,WELADED1UNN,U,0,00000000
44351380,WELADED1KAM,U,0,00000000
44351740,WELADED1FRN,U,0,00000000
44361342,GENODEM1KWK,U,0,00000000
44540022,COBADEFFXXX,U,0,00000000
44550045,WELADED1ISL,U,0,00000000
44551210,WELADED1HEM,U,0,00000000
44570004,DEUTDEDW445,U,0,00000000
44570024,DEUTDEDB445,U,0,00000000
44580070,DRESDEFF445,U,0,00000000
44580085,DRESDEFFI70,U,0,00000000
44761312,GENODEM1MEN,U,0,00000000
44761534,GENODEM1NRD,U,0,00000000
45000000,MARKDEF1450,U,0,00000000
45040042,COBADEFFXXX,U,0,00000000
45050001,WELADE3HXXX,U,0,00000000
45051485,WELADED1HER,U,0,00000000
45060009,GENODEM1HGN,U,0,00000000
45061524,GENODEM1HLH,U,0,00000000
45070002,DEUTDEDW450,U,0,00000000
45070024,DEUTDEDB450,U,0,00000000
45080060,DRESDEFF450,U,0,00000000
45240056,COBADEFFXXX,U,0,00000000
45250035,WELADED1WTN,U,0,00000000
45251480,WELADED1WET,U,0,00000000
45251515,SPSHDE31XXX,U,0,00000000
45260041,GENODEM1WTN,U,0,00000000
45260475,GENODEM1BFG,U,0,00000000
45261547,GENODEM1SPO,U,0,00000000
45450050,WELADED1GEV,U,0,00000000
45451060,WELADED1ENE,U,0,00000000
45451555,WELADED1SLM,U,0,00000000
45660029,GENODEM1ALA,U,0,00000000
45840026,COBADEFFXXX,U,0,00000000
45841031,COBADEFFXXX,U,0,00000000
45850005,WELADED1LSD,U,0,00000000
45851020,WELADED1PLB,U,0,00000000
45851665,WELADED1KMZ,U,0,00000000
45860033,GENODEM1LHA,U,0,00000000
45861434,GENODEM1KIE,U,0,00000000
45861617,GENODEM1MOM,U,0,00000000
46040033,COBADEFFXXX,U,0,00000000
46050001,WELADED1SIE,U,0,00000000
46051240,WELADED1BUB,U,0,00000000
46051733,WELADED1FRE,U,0,00000000
46051875,WELADED1HIL,U,0,00000000
46052855,WELADED1SMB,U,0,00000000
46053480,WELADED1BEB,U,0,00000000
46060040,GENODEM1SNS,U,0,00000000
46061724,GENODEM1FRF,U,0,00000000
46062817,GENODEM1SMA,U,0,00000000
46063405,GENODEM1BB1,U,0,00000000
46070024,DEUTDEDB460,U,0,00000000
46070090,DEUTDEDK460,U,0,00000000
46080010,DRESDEFF460,U,0,00000000
46240016,COBADEFFXXX,U,0,00000000
46250049,WELADED1OPE,U,0,00000000
46251590,WELADED1FTR,U,0,00000000
46251630,WELADED1ALK,U,0,00000000
46260023,GENODEM1OLP,U,0,00000000
46261607,GENODEM1GLG,U,1,00000000
46261822,GENODEM1WDD,U,0,00000000
46262456,GENODEM1HUL,U,1,00000000
46441003,COBADEFFXXX,U,0,00000000
46451012,WELADED1MES,U,0,00000000
46451250,WELADED1BST,U,0,00000000
46461126,GENODEM1SRL,U,0,00000000
46462271,GENODEM1ANO,U,0,00000000
46464453,GENODEM1RET,U,0,00000000
46640018,COBADEFFXXX,U,0,00000000
46650005,WELADED1ARN,U,0,00000000
46660022,GENODEM1NEH,U,0,00000000
46670007,DEUTDEDW466,U,0,00000000
46670024,DEUTDEDB961,U,0,00000000
46670204,DEUTDEDWP03,U,0,00000000
46670224,DEUTDEDBP03,U,0,00000000
47000000,MARKDEF1470,U,0,00000000
47240047,COBADEFFXXX,U,0,00000000
47250101,WELADED1PBN,U,0,00000000
47251550,WELADED1HXB,U,0,00000000
47251740,WELADED1DEL,U,0,00000000
47260121,DGPBDE3MXXX,U,0,00000000
47260234,GENODEM1EWB,U,0,00000000
47260307,GENODEM1BKC,U,0,00000000
47261429,GENODEM1WNH,U,1,47261603
47261603,GENODEM1BUS,U,0,00000000
47262626,GENODEM1WDE,U,0,00000000
47262703,GENODEM1DLB,U,0,00000000
47264367,GENODEM1STM,U,0,00000000
47265383,GENODEM1WAH,U,0,00000000
47267216,GENODEM1BOT,U,1,00000000
47270024,DEUTDEDB472,U,0,00000000
47270029,DEUTDE3B472,U,0,00000000
47460028,GENODEM1WBG,U,1,47264367
47640051,COBADEFFXXX,U,0,00000000
47650130,WELADE3LXXX,U,0,00000000
47651225,WELADED1BLO,U,0,00000000
47670023,DEUTDE3B476,U,0,00000000
47670024,DEUTDEDB476,U,0,00000000
47670205,DEUTDE3BP04,U,0,00000000
47670224,DEUTDEDBP04,U,0,00000000
47691200,GENODEM1OLB,U,0,00000000
47840065,COBADEFFXXX,U,0,00000000
47840080,COBADEFFXXX,U,0,00000000
47850065,WELADED1GTL,U,0,00000000
47852760,WELADED1RTG,U,0,00000000
47853355,WELADED1VSM,U,0,00000000
47853520,WELADED1WDB,U,0,00000000
47860125,GENODEM1GTL,U,0,00000000
47861317,GENODEM1CLL,U,0,00000000
47861518,GENODEM1HWI,U,0,00000000
47862261,GENODEM1MFD,U,0,00000000
47862447,GENODEM1RNE,U,0,00000000
47863373,GENODEM1VMD,U,0,00000000
47880031,DRESDEFF478,U,0,00000000
48000000,MARKDEF1480,U,0,00000000
48020086,HYVEDEMM344,U,0,00000000
48020151,HAUKDEFFXXX,U,0,00000000
48021900,DGPBDE3MBVW,U,0,00000000
48040035,COBADEFFXXX,U,0,00000000
48040060,COBADEFFXXX,U,0,00000000
48040061,COBADEFFXXX,U,0,00000000
48050161,SPBIDE3BXXX,U,0,00000000
48051580,WELADED1HAW,U,0,00000000
48060036,GENODEM1BIE,U,0,00000000
48062051,GENODEM1HLW,U,0,00000000
48062466,GENODEM1SHS,U,0,00000000
48070020,DEUTDE3BXXX,U,0,00000000
48070024,DEUTDEDBBIE,U,0,00000000
48070040,DEUTDE3B480,U,0,00000000
48070042,DEUTDE3B484,U,0,00000000
48070043,DEUTDE3B489,U,0,00000000
48070044,DEUTDE3B487,U,0,00000000
48070045,DEUTDE3B413,U,0,00000000
48070050,DEUTDE3B481,U,0,00000000
48070052,DEUTDE3B492,U,0,00000000
48080020,DRESDEFF480,U,0,00000000
48089350,DRESDEFFI19,U,0,00000000
48250110,WELADED1LEM,U,0,00000000
48291490,GENODEM1BSU,U,0,00000000
49040043,COBADEFFXXX,U,0,00000000
49050101,WELADED1MIN,U,0,00000000
49051065,WELADED1RHD,U,0,00000000
49051285,WELADED1OEH,U,0,00000000
49051990,WELADED1PWF,U,0,00000000
49060127,GENODEM1MPW,U,0,00000000
49060392,GENODEM1MND,U,0,00000000
49061470,GENODEM1STR,U,1,00000000
49061510,GENODEM1EPW,U,0,00000000
49070024,DEUTDEDB490,U,0,00000000
49070028,DEUTDE3B490,U,0,00000000
49080025,DRESDEFF491,U,0,00000000
49092650,GENODEM1LUB,U,0,00000000
49240096,COBADEFFXXX,U,0,00000000
49262364,GENODEM1SNA,U,0,00000000
49440043,COBADEFFXXX,U,0,00000000
49450120,WLAHDE44XXX,U,0,00000000
49490070,GENODEM1HFV,U,0,00000000
50000000,MARKDEF1500,U,0,00000000
50010060,PBNKDEFFXXX,U,0,00000000
50010200,AKBKDEFFXXX,U,0,00000000
50010300,FCBKDEFFXXX,U,0,00000000
50010424,AARBDE5W500,U,0,00000000
50010517,INGDDEFFXXX,U,0,00000000
50010700,DEGUDEFFXXX,U,0,00000000
50010900,BOFADEFXXXX,U,0,00000000
50010910,BOFADEFXVAM,U,0,00000000
50012800,ALTEDEFAXXX,U,0,00000000
50015001,JTBPDEFFXXX,U,0,00000000
50016600,WUIDDEF1XXX,U,0,00000000
50020200,BHFBDEFF500,U,0,00000000
50020400,KFWIDEFFXXX,U,0,00000000
50020500,LAREDEFFXXX,U,0,00000000
50020700,FBHLDEFFXXX,U,0,00000000
50020800,BCITDEFFXXX,U,0,00000000
50021000,INGBDEFFXXX,U,0,00000000
50021100,FFBKDEFFKRN,U,0,00000000
50021120,FFBKDEFFTHK,U,0,00000000
50022200,HCSEDEF1XXX,U,0,00000000
50024024,DEFFDEFFXXX,U,0,00000000
50025000,GMGGDE51XXX,U,0,00000000
50026600,CARDDEFFXXX,U,0,00000000
50030000,PSADDEF1XXX,U,0,00000000
50030010,BPNDDE52XXX,U,0,00000000
50030500,PARBDEFFXXX,U,0,00000000
50030600,DWPBDEFFXXX,U,0,00000000
50030700,ESBKDEFFXXX,U,0,00000000
50031000,TRODDEF1XXX,U,0,00000000
50031900,BBVADEFFXXX,U,0,00000000
50033300,SCFBDE33XXX,M,0,00000000
50034200,OPENDEFFXXX,U,0,00000000
50038800,ABOCDEFFXXX,U,0,00000000
50040000,COBADEFFXXX,U,0,00000000
50040005,COBADEFFXXX,U,0,00000000
50040010,COBADEFFPAR,U,0,00000000
50040011,COBADEFFVIE,U,0,00000000
50040012,COBADEFFMIL,U,0,00000000
50040013,COBADEFFAMS,U,0,00000000
50040014,COBADEFFBRU,U,0,00000000
50040015,COBADEFFMAD,U,0,00000000
50040016,COBADEFFNYC,U,0,00000000
50040017,COBADEFFSGP,U,0,00000000
50040018,COBADEFFLDN,U,0,00000000
50040019,COBADEFFZUR,U,0,00000000
50040020,COBADEFFPRA,U,0,00000000
50040021,COBADEFFMOS,U,0,00000000
50040022,COBADEFFHBG,U,0,00000000
50040033,COBADEF1BRS,U,0,00000000
50040038,COBADEFFXXX,U,0,00000000
50040040,COBADEFFXXX,U,0,00000000
50040048,COBADEFFXXX,U,0,00000000
50040050,COBADEFFXXX,U,0,00000000
50040051,COBADEFFXXX,U,0,00000000
50040052,COBADEFFXXX,U,0,00000000
50040060,COBADEFFXXX,U,0,00000000
50040061,COBADEFFXXX,U,0,00000000
50040062,COBADEFFXXX,U,0,00000000
50040063,COBADEFFXXX,U,0,00000000
50040075,COBADEFFXXX,U,0,00000000
50040084,COBADEFFXXX,U,0,00000000
50040085,COBADEFFXXX,U,0,00000000
50040086,COBADEFFXXX,U,0,00000000
50040087,COBADEFFXXX,U,0,00000000
50040088,COBADEFFXXX,U,0,00000000
50040099,COBADEFFXXX,U,0,00000000
50042500,COBADEFFXXX,U,0,00000000
50044444,COBADEFFXXX,U,0,00000000
50047010,COBADEFFXXX,U,0,00000000
50050000,HELADEFFXXX,U,0,00000000
50050201,HELADEF1822,U,0,00000000
50050222,HELADEF1822,U,0,00000000
50050999,DGZFDEFFXXX,U,0,00000000
50060000,GENODE55XXX,U,0,00000000
50060400,GENODEFFXXX,U,0,00000000
50060412,GENODEF1VK1,U,0,00000000
50060413,GENODEF1VK2,U,0,00000000
50060414,GENODEF1VK3,U,0,00000000
50060415,GENODEF1VK4,U,0,00000000
50060416,GENODEF1VK6,U,0,00000000
50060417,GENODEF1VK7,U,0,00000000
50060418,GENODEF1VK8,U,0,00000000
50060419,GENODEF1VK9,U,0,00000000
50060420,GENODEF1V20,U,0,00000000
50060421,GENODEF1V21,U,0,00000000
50060422,GENODEF1V22,U,0,00000000
50060423,GENODEF1V23,U,0,00000000
50060424,GENODEF1V24,U,0,00000000
50060425,GENODEF1V25,U,0,00000000
50060474,GENODEFFBRO,U,0,00000000
50061741,GENODE51OBU,U,0,00000000
50069126,GENODE51ABO,U,0,00000000
50069146,GENODE51GRC,U,0,00000000
50069187,GENODE51EGE,U,0,00000000
50069241,GENODE51ERB,U,0,00000000
50069345,GENODE51GWB,U,0,00000000
50069455,GENODE51HUT,U,0,00000000
50069477,GENODE51KIF,U,0,00000000
50069693,GENODE51BH1,U,0,00000000
50069842,GENODE51SWB,U,0,00000000
50069976,GENODE51WWI,U,0,00000000
50070010,DEUTDEFFXXX,U,0,00000000
50070011,DEUTDEFFSIP,U,0,00000000
50070024,DEUTDEDBFRA,U,0,00000000
50070050,DEUTDEFFXXX,U,0,00000000
50070051,DEUTDEFFXXX,U,0,00000000
50070052,DEUTDEFFXXX,U,0,00000000
50070053,DEUTDEFFXXX,U,0,00000000
50070054,DEUTDEFFXXX,U,0,00000000
50070055,DEUTDEFFXXX,U,0,00000000
50070056,DEUTDEFFXXX,U,0,00000000
50070057,DEUTDEFFXXX,U,0,00000000
50070058,DEUTDEFFXXX,U,0,00000000
50070059,DEUTDEFFXXX,U,0,00000000
50070060,DEUTDEFFXXX,U,0,00000000
50070061,DEUTDEFFXXX,U,0,00000000
50070062,DEUTDEFFXXX,U,0,00000000
50070063,DEUTDEFFXXX,U,0,00000000
50070064,DEUTDEFFXXX,U,0,00000000
50070065,DEUTDEFFXXX,U,0,00000000
50070324,DEUTDEDBP25,U,0,00000000
50070371,DEUTDEFFS25,U,0,00000000
50070435,DEUTDEDBEW1,U,0,00000000
50070436,DEUTDEDBEW2,U,0,00000000
50070437,DEUTDEDBEW3,U,0,00000000
50070438,DEUTDEDBEW4,U,0,00000000
50070439,DEUTDEDBEW5,U,0,00000000
50073019,DEUTDEFF502,U,0,00000000
50073024,DEUTDEDB502,U,0,00000000
50073081,DEUTDE5XXXX,U,0,00000000
50080000,DRESDEFFXXX,U,0,00000000
50080015,DRESDEFFI39,U,0,00000000
50080025,DRESDEFFXXX,U,0,00000000
50080035,DRESDEFFI40,U,0,00000000
50080055,DRESDEFF516,U,0,00000000
50080057,DRESDEFF522,U,0,00000000
50080060,DRESDEFFXXX,U,0,00000000
50080061,DRESDEFFLDG,U,0,00000000
50080077,DRESDEFFBSP,U,0,00000000
50080079,DRESDEFFXXX,U,0,00000000
50080080,DRESDEFFI41,U,0,00000000
50080082,DRESDEFFAVB,U,0,00000000
50080086,DRESDEFFI49,U,0,00000000
50080087,DRESDEFFJ08,U,0,00000000
50080088,DRESDEFFJ09,U,0,00000000
50080089,DRESDEFFJ10,U,0,00000000
50080091,DRESDEFFJ11,U,0,00000000
50080092,DRESDEFFFCO,U,0,00000000
50080099,DRESDEFFI42,U,0,00000000
50080300,DRESDEFF500,U,0,00000000
50083007,DRESDEFF502,U,0,00000000
50083838,DRESDEFFMBP,U,0,00000000
50089400,DRESDEFFI01,U,0,00000000
50090500,GENODEF1S12,U,0,00000000
50090900,GENODEF1P06,U,0,00000000
50092100,GENODE51BH2,U,0,00000000
50092200,GENODE51KEL,U,0,00000000
50092900,GENODE51USI,U,0,00000000
50093000,GENODE51RUS,U,0,00000000
50093010,GENODE51GAA,U,0,00000000
50093400,GENODE51KBH,U,0,00000000
50110200,ICBKDEFFXXX,U,0,00000000
50110400,AUSKDEFFXXX,U,0,00000000
50110500,NATXDEFFXXX,U,0,00000000
50110636,SCBLDEFXXXX,U,0,00000000
50110700,FBGADEF1XXX,U,0,00000000
50110800,CHASDEFXXXX,U,0,00000000
50110801,CHASDEFXVR1,U,0,00000000
50110808,CHASDEF2XXX,U,0,00000000
50110855,JPMGDEFFXXX,U,0,00000000
50110900,MNBIDEF1XXX,U,0,00000000
50120100,ICICDEFFXXX,U,0,00000000
50120383,DELBDE33XXX,U,0,00000000
50120600,COMMDEFFXXX,U,0,00000000
50120800,BMPBDEF2XXX,U,0,00000000
50120900,TVBADEFFXXX,U,0,00000000
50127000,BPKODEFFXXX,U,0,00000000
50127700,PAYODEF2XXX,U,0,00000000
50130000,NBPADEFFXXX,U,0,00000000
50130400,MEFIDEMM501,U,0,00000000
50130600,UBSWDEFFXXX,U,0,00000000
50131000,ICBVDEFFXXX,U,0,00000000
50131700,KODBDEFFXXX,U,0,00000000
50190000,FFVBDEFFXXX,U,0,00000000
50190300,GENODE51FHC,U,0,00000000
50190400,GENODE51FGH,U,0,00000000
50210200,RABODEFFTAR,U,0,00000000
50210295,RABODEFFXXX,U,0,00000000
50210800,PRCBDEFFXXX,U,0,00000000
50210900,CITIDEFFXXX,U,0,00000000
50215500,ABASDEFFXXX,U,0,00000000
50220085,SMHBDEFFXXX,U,0,00000000
50220101,INVODEF2XXX,U,0,00000000
50220300,HVBKDEFFXXX,U,0,00000000
50220500,BOFSDEF1XXX,U,0,00000000
50220707,CAIXDEFFXXX,U,0,00000000
50220900,HAUKDEFFXXX,U,0,00000000
50228899,EFIBDEFFXXX,U,0,00000000
50230000,ABCADEFFXXX,U,0,00000000
50230600,ISBKDEFXXXX,U,0,00000000
50230700,METZDEFFXXX,U,0,00000000
50230800,PLFGDE5AXXX,U,0,00000000
50230888,PLFGDE5AIKB,U,0,00000000
50234500,KTAGDEFFXXX,U,0,00000000
50250200,DLFGDE51XXX,U,0,00000000
50310400,BARCDEFFXXX,U,0,00000000
50310900,PCBCDEFFXXX,U,0,00000000
50320000,OWHBDEFFXXX,U,0,00000000
50320191,HYVEDEMM430,U,0,00000000
50320500,BSCHDEFFXXX,U,0,00000000
50320600,BCMADEFFXXX,U,0,00000000
50320900,PICTDEFFXXX,U,0,00000000
50324000,FTSBDEFAXXX,U,0,00000000
50330000,SBINDEFFXXX,U,0,00000000
50330200,MHBFDEFFXXX,U,0,00000000
50330201,RAISDEFFXXX,U,0,00000000
50330300,IRVTDEFXXXX,U,0,00000000
50330500,BCDMDEF1XXX,U,0,00000000
50330600,SEPBDEFFXXX,U,0,00000000
50334400,BNYMDEF1XXX,U,0,00000000
50339900,PANXDEF2XXX,U,0,00000000
50400000,MARKDEFFXXX,U,0,00000000
50510300,SMBCDEFFXXX,U,0,00000000
50520190,HYVEDEMM467,U,0,00000000
50530000,GENODE51CRO,U,0,00000000
50540028,COBADEFFXXX,U,0,00000000
50550020,HELADEF1OFF,U,0,00000000
50560102,GENODE51OF2,U,0,00000000
50561315,GENODE51OBH,U,0,00000000
50570018,DEUTDEFF505,U,0,00000000
50570024,DEUTDEDB505,U,0,00000000
50580005,DRESDEFF505,U,0,00000000
50580085,DRESDEFFJ12,U,0,00000000
50590000,GENODE51OF1,U,0,00000000
50592200,GENODE51DRE,U,0,00000000
50640015,COBADEFFXXX,U,0,00000000
50650023,HELADEF1HAN,U,0,00000000
50652124,HELADEF1SLS,U,0,00000000
50661639,GENODEF1LSR,U,0,00000000
50661816,GENODE51NIH,U,0,00000000
50662299,GENODEF1BKO,U,0,00000000
50662669,RBMFDEF1XXX,U,0,00000000
50663699,GENODEF1RDB,U,0,00000000
50670009,DEUTDEFF506,U,0,00000000
50670024,DEUTDEDB506,U,0,00000000
50680002,DRESDEFF506,U,0,00000000
50680085,DRESDEFFJ13,U,0,00000000
50690000,GENODEF1HUV,U,0,00000000
50691300,DZBMDEF1XXX,U,0,00000000
50692100,GENODE51SEL,U,0,00000000
50740048,COBADEFFXXX,U,0,00000000
50750094,HELADEF1GEL,U,0,00000000
50761333,GENODE51BUE,U,0,00000000
50763319,GENODEF1BIR,U,1,53060180
50780006,DRESDEFF524,U,0,00000000
50790000,GENODE51GEL,U,0,00000000
50793300,GENODE51BIV,U,0,00000000
50794300,GENODE51WBH,U,0,00000000
50810900,BBSPDE6KXXX,U,1,66010200
50820292,HYVEDEMM487,U,0,00000000
50835800,MKGMDE51XXX,U,0,00000000
50840005,COBADEFFXXX,U,0,00000000
50850049,HELADEFF508,U,1,00000000
50850150,HELADEF1DAS,U,0,00000000
50851952,HELADEF1ERB,U,0,00000000
50852553,HELADEF1GRG,U,0,00000000
50852651,HELADEF1DIE,U,0,00000000
50861393,GENODE51BKZ,U,1,00000000
50861501,GENODE51ABH,U,0,00000000
50862311,GENODE51WGH,U,1,00000000
50862408,GENODE51GRI,U,0,00000000
50862703,GENODE51REI,U,1,00000000
50862835,GENODE51SHM,U,0,00000000
50862903,GENODE51GIN,U,0,00000000
50863513,GENODE51MIC,U,0,00000000
50865224,GENODE51MWA,U,0,00000000
50865503,GENODE51EPT,U,0,00000000
50870005,DEUTDEFF508,U,0,00000000
50870024,DEUTDEDB508,U,0,00000000
50870324,DEUTDEDBP26,U,0,00000000
50870393,DEUTDEFFS26,U,0,00000000
50880050,DRESDEFF508,U,0,00000000
50880085,DRESDEFFJ14,U,0,00000000
50880086,DRESDEFFJ15,U,0,00000000
50890000,GENODEF1VBD,U,0,00000000
50950068,HELADEF1BEN,U,0,00000000
50951469,HELADEF1HEP,U,0,00000000
50961206,GENODE51RBU,U,0,00000000
50961592,GENODE51FHO,U,0,00000000
50961685,GENODE51ABT,U,0,00000000
50970004,DEUTDEFF509,U,0,00000000
50970024,DEUTDEDB509,U,0,00000000
51010400,AARBDE5WXXX,U,0,00000000
51020000,BHFBDEFF510,U,0,00000000
51020186,HYVEDEMM478,U,0,00000000
51040038,COBADEFFXXX,U,0,00000000
51050015,NASSDE55XXX,U,0,00000000
51051000,PULSDE5WXXX,U,0,00000000
51070021,DEUTDEFF510,U,0,00000000
51070024,DEUTDEDB510,U,0,00000000
51080060,DRESDEFF510,U,0,00000000
51080085,DRESDEFFJ16,U,0,00000000
51080086,DRESDEFFJ17,U,0,00000000
51089410,DRESDEFFI20,U,0,00000000
51090000,WIBADE5WXXX,U,0,00000000
51091500,GENODE51RGG,U,0,00000000
51091501,GENODE51RGG,U,0,00000000
51140029,COBADEFFXXX,U,0,00000000
51150018,HELADEF1LIM,U,0,00000000
51151919,HELADEF1WEI,U,0,00000000
51161606,GENODE51LDD,U,0,00000000
51170010,DEUTDEFF511,U,0,00000000
51170024,DEUTDEDB511,U,0,00000000
51180041,DRESDEFF511,U,0,00000000
51190000,GENODE51LIM,U,0,00000000
51191800,GENODE51SBH,U,0,00000000
51192200,GENODE51WEM,U,0,00000000
51210600,BNPADEFFXXX,U,0,00000000
51210606,BNPADEFFXXX,U,0,00000000
51210699,BNPADEFFXXX,U,0,00000000
51210700,NZFMDEF1XXX,U,0,00000000
51210800,SOGEDEFFXXX,U,0,00000000
51210801,SGSSDEFFXXX,U,0,00000000
51210802,SOGEDEFFXXX,U,0,00000000
51210803,SOGEDEFFXXX,U,0,00000000
