# source=https://www.bundesbank.de/resource/blob/926192/b27b518a016ea7ca7af321eb7289fcf4/472B63F073F071307366337C94F8C870/blz-aktuell-csv-data.csv
# source_sha256=3a5484358b326d6d9ed8bea003601a7d79abbc100cdb81fd0d30e0c8a21898a6
# valid_from=2026-06-08
# valid_to=2026-09-06
# synthetic_non_routable_bank_code=00000000
bank_code,bic,change_marker,deletion_flag,successor_bank_code
64070085,DEUTDESS640,U,0,00000000
64070215,DEUTDESSP14,U,0,00000000
64070224,DEUTDEDBP14,U,0,00000000
64080014,DRESDEFF640,U,0,00000000
64090100,VBRTDE6RXXX,U,0,00000000
64091200,GENODES1MTZ,U,0,00000000
64091300,GENODES1MUN,U,0,00000000
64140036,COBADEFFXXX,U,0,00000000
64150020,SOLADES1TUB,U,0,00000000
64161397,GENODES1AMM,U,0,00000000
64161608,GENODES1RHK,U,0,00000000
64161956,GENODES1VMO,U,0,00000000
64163225,GENODES1VHZ,U,0,00000000
64180014,DRESDEFF641,U,0,00000000
64190110,GENODES1TUE,U,0,00000000
64191030,GENODES1NAG,U,0,00000000
64191700,GENODES1HOR,U,1,00000000
64240048,COBADEFFXXX,U,0,00000000
64240071,COBADEFFXXX,U,0,00000000
64250040,SOLADES1RWL,M,0,00000000
64251060,SOLADES1FDS,U,0,00000000
64261363,GENODES1BAI,U,0,00000000
64261626,GENODES1MMO,U,1,00000000
64261853,GENODES1PGW,U,0,00000000
64262408,GENODES1VDS,U,0,00000000
64290120,GENODES1VRW,U,0,00000000
64291010,GENODES1FDS,U,0,00000000
64291420,GENODES1VDL,U,0,00000000
64292020,GENODES1SBG,U,0,00000000
64292310,GENODES1TRO,U,0,00000000
64350070,SOLADES1TUT,U,0,00000000
64361359,GENODES1RDH,U,0,00000000
64380011,DRESDEFF643,U,0,00000000
64390130,GENODES1TUT,U,0,00000000
65020186,HYVEDEMM588,U,0,00000000
65040073,COBADEFFXXX,U,0,00000000
65050110,SOLADES1RVB,U,0,00000000
65061219,GENODES1AUL,U,0,00000000
65062577,GENODES1RRV,U,0,00000000
65063086,GENODES1SAG,U,0,00000000
65070024,DEUTDEDB650,U,0,00000000
65070084,DEUTDESS650,U,0,00000000
65080009,DRESDEFF650,U,0,00000000
65091040,GENODES1LEU,U,0,00000000
65091300,GENODES1BWB,U,0,00000000
65091600,GENODES1VWG,U,0,00000000
65092010,GENODES1WAN,U,0,00000000
65092200,GENODES1VAH,U,0,00000000
65093020,GENODES1SLG,U,0,00000000
65110200,IBBFDE81XXX,U,0,00000000
65140072,COBADEFFXXX,U,0,00000000
65161497,GENODES1GMB,U,0,00000000
65162832,GENODES1OTE,U,0,00000000
65180005,DRESDEFF651,U,0,00000000
65190110,GENODES1VFN,U,0,00000000
65191500,GENODES1TET,U,0,00000000
65340004,COBADEFFXXX,U,0,00000000
65341204,COBADEFFXXX,U,0,00000000
65351050,SOLADES1SIG,U,0,00000000
65351260,SOLADES1BAL,U,0,00000000
65361469,GENODES1HBM,U,0,00000000
65361898,GENODES1WLB,U,0,00000000
65361989,GENODES1ONS,U,0,00000000
65362499,GENODES1GEI,U,0,00000000
65370024,DEUTDEDB653,U,0,00000000
65370075,DEUTDESS653,U,0,00000000
65380003,DRESDEFF653,U,0,00000000
65390120,GENODES1EBI,U,0,00000000
65391210,GENODES1BAL,U,0,00000000
65392030,GENODES1TAI,U,0,00000000
65440087,COBADEFFXXX,U,0,00000000
65450070,SBCRDE66XXX,U,0,00000000
65461878,GENODES1WAR,D,0,00000000
65462231,GENODES1ERO,U,1,00000000
65491320,GENODES1VBL,U,0,00000000
65491510,GENODES1VRR,U,0,00000000
66000000,MARKDEF1660,U,0,00000000
66010075,PBNKDEFFXXX,U,0,00000000
66010200,BBSPDE6KXXX,U,0,00000000
66010700,LKBWDE6KXXX,U,0,00000000
66020020,SOLADEST663,U,0,00000000
66020286,HYVEDEMM475,U,0,00000000
66020500,BFSWDE33KRL,U,0,00000000
66020566,BFSWDE33KRL,U,0,00000000
66030600,ISBKDEFXXXX,U,0,00000000
66040018,COBADEFFXXX,U,0,00000000
66040026,COBADEFFXXX,U,0,00000000
66050000,SOLADEST660,U,0,00000000
66050101,KARSDE66XXX,U,0,00000000
66051220,SOLADES1ETT,U,1,66050101
66060000,GENODE6KXXX,U,0,00000000
66060300,GENODE61KA3,U,0,00000000
66061407,GENODE61RH2,U,0,00000000
66061724,GENODE61WGA,U,0,00000000
66062138,GENODE61EGG,U,0,00000000
66062366,GENODE61DET,U,0,00000000
66069103,GENODE61ELZ,U,0,00000000
66069104,GENODE61DAC,U,0,00000000
66069342,GENODE61KTH,U,0,00000000
66070004,DEUTDESM660,U,0,00000000
66070024,DEUTDEDB660,U,0,00000000
66070213,DEUTDESMP12,U,0,00000000
66070224,DEUTDEDBP12,U,0,00000000
66080052,DRESDEFF660,U,0,00000000
66090800,GENODE61BBB,U,0,00000000
66090900,GENODEF1P10,U,0,00000000
66091200,GENODE61ETT,U,0,00000000
66190000,GENODE61KA1,U,0,00000000
66240002,COBADEFFXXX,U,0,00000000
66250030,SOLADES1BAD,U,0,00000000
66251434,SOLADES1BHL,U,0,00000000
66261092,GENODE61BHT,U,0,00000000
66261416,GENODE61ALR,U,0,00000000
66270001,DEUTDESM662,U,0,00000000
66270024,DEUTDEDB662,U,0,00000000
66280053,DRESDEFF662,U,0,00000000
66290000,VBRADE6KXXX,U,0,00000000
66291300,GENODE61ACH,U,0,00000000
66291400,GENODE61BHL,U,0,00000000
66340018,COBADEFFXXX,U,0,00000000
66350036,BRUSDE66XXX,U,0,00000000
66391200,GENODE61BTT,U,0,00000000
66391600,GENODE61ORH,U,0,00000000
66432700,FAITDE66XXX,U,0,00000000
66440084,COBADEFFXXX,U,0,00000000
66450050,SOLADES1OFG,U,0,00000000
66451346,SOLADES1GEB,U,0,00000000
66451548,SOLADES1HAL,U,0,00000000
66451862,SOLADES1KEL,U,0,00000000
66452776,SOLADES1WOF,U,0,00000000
66470024,DEUTDEDB968,U,0,00000000
66470035,DEUTDE6F664,U,0,00000000
66490000,GENODE61OG1,U,0,00000000
66491800,GENODE61BHL,U,1,66291400
66492600,GENODE61APP,U,1,00000000
66492700,GENODE61KZT,U,0,00000000
66550070,SOLADES1RAS,U,0,00000000
66562053,GENODE61DUR,U,0,00000000
66562300,GENODE61IFF,U,0,00000000
66640035,COBADEFFXXX,U,0,00000000
66650085,PZHSDE66XXX,U,0,00000000
66661244,GENODE61NBT,U,0,00000000
66661329,GENODE61KBR,U,0,00000000
66661454,GENODE61NFO,U,0,00000000
66662155,GENODE61ERS,U,0,00000000
66662220,GENODE61KBS,U,0,00000000
66670006,DEUTDESM666,U,0,00000000
66670024,DEUTDEDB666,U,0,00000000
66680013,DRESDEFF666,U,0,00000000
66690000,VBPFDE66XXX,U,0,00000000
66692300,GENODE61WIR,U,0,00000000
66762332,GENODE61KIR,U,0,00000000
66762433,GENODE61NEU,U,0,00000000
67020190,HYVEDEMM489,U,0,00000000
67040031,COBADEFFXXX,U,0,00000000
67040060,COBADEFFXXX,U,0,00000000
67040061,COBADEFFXXX,U,0,00000000
67040085,COBADEFFXXX,U,0,00000000
67050505,MANSDE66XXX,U,0,00000000
67051203,SOLADES1HOC,U,1,00000000
67060031,GENODE61MA3,U,0,00000000
67070010,DEUTDESMXXX,U,0,00000000
67070024,DEUTDEDBMAN,U,0,00000000
67080050,DRESDEFF670,U,0,00000000
67080085,DRESDEFFI60,U,0,00000000
67080086,DRESDEFFI61,U,0,00000000
67089440,DRESDEFFI22,U,0,00000000
67090000,GENODE61MA2,U,0,00000000
67092300,GENODE61WNM,U,0,00000000
67220286,HYVEDEMM479,U,0,00000000
67230000,MLPBDE61XXX,U,0,00000000
67230001,MLPBDE61001,U,0,00000000
67240039,COBADEFFXXX,U,0,00000000
67250020,SOLADES1HDB,U,0,00000000
67262243,GENODE61WIB,U,0,00000000
67262550,GENODE61LRO,U,0,00000000
67270003,DEUTDESM672,U,0,00000000
67270024,DEUTDEDB672,U,0,00000000
67280051,DRESDEFF672,U,0,00000000
67290000,GENODE61HD1,U,0,00000000
67290100,GENODE61HD3,U,0,00000000
67291700,GENODE61NGD,U,0,00000000
67291900,GENODE61SSH,U,1,00000000
67292200,GENODE61WIE,U,0,00000000
67352565,SOLADES1TBB,U,0,00000000
67390000,GENODE61WTH,U,0,00000000
67450048,SOLADES1MOS,U,0,00000000
67460041,GENODE61MOS,U,0,00000000
67461424,GENODE61BUC,U,0,00000000
67461733,GENODE61RNG,U,0,00000000
67462368,GENODE61LMB,U,0,00000000
68000000,MARKDEF1680,U,0,00000000
68020186,HYVEDEMM357,U,0,00000000
68030000,BKMADE61XXX,U,0,00000000
68040007,COBADEFFXXX,U,0,00000000
68050101,FRSPDE66XXX,U,0,00000000
68051004,SOLADES1HSW,U,0,00000000
68051207,SOLADES1BND,U,0,00000000
68052230,SOLADES1STB,U,0,00000000
68052328,SOLADES1STF,U,0,00000000
68052863,SOLADES1SCH,U,0,00000000
68061505,GENODE61IHR,U,0,00000000
68062105,GENODE61DEN,U,0,00000000
68062730,GENODE61WYH,U,0,00000000
68063479,GENODE61VOK,U,0,00000000
68064222,GENODE61GUN,U,0,00000000
68070024,DEUTDEDBFRE,U,0,00000000
68070030,DEUTDE6FXXX,U,0,00000000
68070212,DEUTDE6FP11,U,0,00000000
68070224,DEUTDEDBP11,U,0,00000000
68080030,DRESDEFF680,U,0,00000000
68080031,DRESDEFFI44,U,0,00000000
68080085,DRESDEFFI62,U,0,00000000
68080086,DRESDEFFJ22,U,0,00000000
68090000,GENODE61FR1,U,0,00000000
68090900,GENODEF1P07,U,0,00000000
68091900,GENODE61MHL,U,0,00000000
68092000,GENODE61EMM,U,0,00000000
68092300,GENODE61STF,U,0,00000000
68270024,DEUTDEDB682,U,0,00000000
68270033,DEUTDE6F682,U,0,00000000
68290000,GENODE61LAH,U,0,00000000
68340058,COBADEFFXXX,U,0,00000000
68350048,SKLODE66XXX,U,0,00000000
68351557,SOLADES1SFH,U,0,00000000
68351865,SOLADES1MGL,U,0,00000000
68370024,DEUTDEDB683,U,0,00000000
68370034,DEUTDE6F683,U,0,00000000
68390000,VOLODE66XXX,U,0,00000000
68391500,GENODE61SPF,U,0,00000000
68452290,SKHRDE6WXXX,U,0,00000000
68462427,GENODE61WUT,U,0,00000000
68490000,GENODE61BSK,U,0,00000000
68492200,GENODE61WT1,U,0,00000000
69020190,HYVEDEMM591,U,0,00000000
69040045,COBADEFFXXX,U,0,00000000
69050001,SOLADES1KNZ,U,0,00000000
69051410,SOLADES1REN,U,0,00000000
69051620,SOLADES1PFD,U,0,00000000
69051725,SOLADES1SAL,U,0,00000000
69061800,GENODE61UBE,U,0,00000000
69070024,DEUTDEDB690,U,0,00000000
69070032,DEUTDE6F690,U,0,00000000
69091200,GENODE61HAG,U,0,00000000
69091600,GENODE61PFD,U,0,00000000
69220186,HYVEDEMM590,U,0,00000000
69240075,COBADEFFXXX,U,0,00000000
69250035,SOLADES1SNG,U,0,00000000
69251445,SOLADES1ENG,U,0,00000000
69251755,SOLADES1STO,U,0,00000000
69270024,DEUTDEDB692,U,0,00000000
69270038,DEUTDE6F692,U,0,00000000
69280035,DRESDEFF692,U,0,00000000
69290000,GENODE61SIN,U,0,00000000
69291000,GENODE61RAD,M,0,00000000
69291099,GENODE61RAD,U,0,00000000
69362032,GENODE61MES,U,0,00000000
69400000,MARKDEF1694,U,0,00000000
69440007,COBADEFFXXX,U,0,00000000
69440060,COBADEFFXXX,U,0,00000000
69450065,SOLADES1VSS,U,0,00000000
69470024,DEUTDEDB694,U,0,00000000
69470039,DEUTDE6F694,U,0,00000000
69490000,GENODE61VS1,U,0,00000000
69491700,GENODE61TRI,U,0,00000000
70000000,MARKDEF1700,U,0,00000000
70010080,PBNKDEFFXXX,U,0,00000000
70010424,AARBDE5W700,U,0,00000000
70010500,REBMDEMMXXX,U,0,00000000
70010555,REBMDEMM555,U,0,00000000
70010570,REBMDE7CXXX,U,0,00000000
70010800,KHMIDEMMXXX,U,0,00000000
70011200,VONTDEM1XXX,U,0,00000000
70011400,BFWODE71XXX,U,0,00000000
70011500,SIBADEMMXXX,U,0,00000000
70011600,WEGBDE77XXX,U,0,00000000
70011900,ICRDDE71XXX,U,0,00000000
70012000,CLABDEM1XXX,U,0,00000000
70012300,VBANDEMMXXX,U,0,00000000
70012600,SUSKDEM1XXX,U,0,00000000
70012700,DEPDDEMMXXX,U,0,00000000
70012900,FXBBDEM2XXX,U,0,00000000
70013000,EBSGDEMXXXX,U,0,00000000
70013010,EFSGDEM1XXX,U,0,00000000
70013300,RZSTDEM2XXX,A,0,00000000
70013400,CSHHDE71XXX,U,0,00000000
70013500,HERZDEM1XXX,U,0,00000000
70015000,TEZGDEB1XXX,U,0,00000000
70015015,TEZGDEB1001,U,0,00000000
70015025,TEZGDEB1002,U,0,00000000
70015035,TEZGDEB1003,U,0,00000000
70017000,PAGMDEM1XXX,U,0,00000000
70020270,HYVEDEMMXXX,U,0,00000000
70020300,WKVBDEM1XXX,U,0,00000000
70020500,BFSWDE33MUE,U,0,00000000
70020570,BFSWDE33MUE,U,0,00000000
70020800,BCITDEFFMUC,U,0,00000000
70021180,HYVEDEMM418,U,0,00000000
70022424,SCABDEMMXXX,U,0,00000000
70025175,HYVEDEMM643,U,0,00000000
70030300,CHDBDEHHXXX,U,1,00000000
70030400,MEFIDEMMXXX,U,0,00000000
70031000,BHLSDEM1XXX,U,0,00000000
70032500,GAKDDEM1XXX,U,0,00000000
70033100,BDWBDEMMXXX,U,0,00000000
70035000,OLBODEH2700,U,0,00000000
70040041,COBADEFFXXX,U,0,00000000
70040045,COBADEFFXXX,U,0,00000000
70040048,COBADEFFXXX,U,0,00000000
70040060,COBADEFFXXX,U,0,00000000
70040061,COBADEFFXXX,U,0,00000000
70040062,COBADEFFXXX,U,0,00000000
70040063,COBADEFFXXX,U,0,00000000
70040070,COBADEFFXXX,U,0,00000000
70045050,COBADEFFXXX,U,0,00000000
70050000,BYLADEMMXXX,U,0,00000000
70051003,BYLADEM1FSI,U,0,00000000
70051540,BYLADEM1DAH,U,0,00000000
70051995,BYLADEM1ERD,U,0,00000000
70052060,BYLADEM1LLD,U,0,00000000
70053070,BYLADEM1FFB,U,0,00000000
70054306,BYLADEM1WOR,U,0,00000000
70070010,DEUTDEMMXXX,U,0,00000000
70070024,DEUTDEDBMUC,U,0,00000000
70070324,DEUTDEDBP16,U,0,00000000
70070362,DEUTDEMMP16,U,0,00000000
70080000,DRESDEFF700,U,0,00000000
70080056,DRESDEFF714,U,0,00000000
70080057,DRESDEFF724,U,0,00000000
70080085,DRESDEFFI55,U,0,00000000
70080086,DRESDEFFJ23,U,0,00000000
70080087,DRESDEFFJ24,U,0,00000000
70080088,DRESDEFFJ25,U,0,00000000
70089470,DRESDEFFI23,U,0,00000000
70089472,DRESDEFFI45,U,0,00000000
70090100,GENODEF1M04,U,0,00000000
70090124,GENODEF1MU4,U,0,00000000
70090500,GENODEF1S04,U,0,00000000
70091500,GENODEF1DCA,U,0,00000000
70091510,GENODEF1DCA,U,0,00000000
70091600,GENODEF1DSS,U,0,00000000
70091900,GENODEF1EDV,U,0,00000000
70093200,GENODEF1STH,U,0,00000000
70093400,GENODEF1ISV,U,0,00000000
70110088,PBNKDEFFXXX,U,0,00000000
70110500,MHYPDEMMXXX,U,0,00000000
70120100,SBOSDEMXXXX,U,0,00000000
70120400,DABBDEMMXXX,U,0,00000000
70120500,FMBKDEMMXXX,U,0,00000000
70120600,AGBMDEMMXXX,U,0,00000000
70120700,OBKLDEMXXXX,U,0,00000000
70130800,GENODEF1M06,U,0,00000000
70133300,SCFBDE33XXX,M,0,00000000
70150000,SSKMDEMMXXX,U,0,00000000
70160000,GENODEFF701,U,0,00000000
70163370,GENODEF1FFB,U,0,00000000
70166486,GENODEF1OHC,U,0,00000000
70169132,GENODEF1HFG,U,0,00000000
70169165,GENODEF1SBC,U,0,00000000
70169168,GENODEF1RIW,U,1,00000000
70169186,GENODEF1ODZ,U,0,00000000
70169190,GENODEF1GKT,U,0,00000000
70169191,GENODEF1TEI,U,0,00000000
70169195,GENODEF1TRU,U,0,00000000
70169310,GENODEF1ALX,U,0,00000000
70169331,GENODEF1SSB,U,0,00000000
70169333,GENODEF1EUR,U,0,00000000
70169351,GENODEF1ELB,U,0,00000000
70169356,GENODEF1EDR,U,0,00000000
70169382,GENODEF1GIL,U,0,00000000
70169383,GENODEF1GMU,U,0,00000000
70169388,GENODEF1HMA,U,0,00000000
70169402,GENODEF1HHK,U,0,00000000
70169410,GENODEF1HZO,U,0,00000000
70169413,GENODEF1HUA,U,0,00000000
70169450,GENODEF1ASG,U,0,00000000
70169459,GENODEF1MTW,U,0,00000000
70169460,GENODEF1MOO,U,0,00000000
70169464,GENODEF1M07,U,0,00000000
70169465,GENODEF1M08,U,0,00000000
70169466,GENODEF1M03,U,0,00000000
70169470,GENODEF1GAA,U,0,00000000
70169474,GENODEF1NSV,U,0,00000000
70169476,GENODEF1NBK,U,0,00000000
70169509,GENODEF1PEI,U,0,00000000
70169521,GENODEF1RIG,U,0,00000000
70169524,GENODEF1RME,U,0,00000000
70169530,GENODEF1RWZ,U,0,00000000
70169538,GENODEF1SWO,U,0,00000000
70169541,GENODEF1THG,U,0,00000000
70169543,GENODEF1HHS,U,0,00000000
70169558,GENODEF1SGA,U,0,00000000
70169566,GENODEF1TAV,U,0,00000000
70169568,GENODEF1TAE,U,0,00000000
70169571,GENODEF1DTZ,U,0,00000000
70169575,GENODEF1TRH,U,0,00000000
70169576,GENODEF1TUS,U,0,00000000
70169585,GENODEF1UNS,U,0,00000000
70169598,GENODEF1MIB,U,0,00000000
70169599,GENODEF1WEI,U,1,00000000
70169602,GENODEF1WM1,U,0,00000000
70169605,GENODEF1ISE,U,0,00000000
70169614,GENODEF1FSR,U,0,00000000
70169619,GENODEF1ZOR,U,0,00000000
70169653,GENODEF1AIG,U,0,00000000
70169693,GENODEF1RHT,U,0,00000000
70190000,GENODEF1M01,U,0,00000000
70190010,GENODEF1M1Y,U,0,00000000
70220000,LFFBDEMMXXX,U,0,00000000
70220200,BHFBDEFF700,U,0,00000000
70220300,BMWBDEMUXXX,U,0,00000000
70220900,DRESDEFFBFC,U,0,00000000
70230600,ISBKDEFXMUN,U,0,00000000
70250150,BYLADEM1KMS,U,0,00000000
70320090,HYVEDEMM654,U,0,00000000
70321194,HYVEDEMM466,U,0,00000000
70322192,HYVEDEMM664,U,0,00000000
70350000,BYLADEM1GAP,U,0,00000000
70351030,BYLADEM1WHM,U,0,00000000
70362595,GENODEF1WAK,U,0,00000000
70380006,DRESDEFF703,U,0,00000000
70390000,GENODEF1GAP,U,0,00000000
70390010,GENODEF1GAP,U,0,00000000
70391800,GENODEF1PZB,U,1,00000000
71020072,HYVEDEMM410,U,0,00000000
71021270,HYVEDEMM629,U,0,00000000
71022182,HYVEDEMM453,U,0,00000000
71023173,HYVEDEMM632,U,0,00000000
71050000,BYLADEM1BGL,U,0,00000000
71052050,BYLADEM1TST,U,0,00000000
71061009,GENODEF1AOE,U,0,00000000
71062802,GENODEF1AGE,U,0,00000000
71090000,GENODEF1BGL,U,0,00000000
71120077,HYVEDEMM448,U,0,00000000
71120078,HYVEDEMM644,U,0,00000000
71121176,HYVEDEMM438,U,0,00000000
71122183,HYVEDEMM457,U,0,00000000
71140041,COBADEFFXXX,U,0,00000000
71141041,COBADEFFXXX,U,0,00000000
71142041,COBADEFFXXX,U,0,00000000
71150000,BYLADEM1ROS,U,0,00000000
71151020,BYLADEM1MDF,U,0,00000000
71152570,BYLADEM1MIB,U,0,00000000
71152680,BYLADEM1WSB,U,0,00000000
71160000,GENODEF1VRR,U,0,00000000
71160161,GENODEF1ROR,U,0,00000000
71161964,GENODEF1PRV,U,0,00000000
71162355,GENODEF1OBD,U,0,00000000
71162804,GENODEF1ASU,U,0,00000000
71165150,GENODEF1AIB,U,0,00000000
71180005,DRESDEFF711,U,0,00000000
71190000,GENODEF1ROV,U,0,00000000
71191000,GENODEF1MUL,U,0,00000000
72000000,MARKDEF1720,U,0,00000000
72012300,BTVADE61XXX,U,0,00000000
72020070,HYVEDEMM408,U,0,00000000
72021271,HYVEDEMM236,U,0,00000000
72021876,HYVEDEMM259,U,0,00000000
72030014,FUBKDE71XXX,U,0,00000000
72030227,ANHODE77XXX,U,0,00000000
72030260,ANHODE7AXXX,U,0,00000000
72040046,COBADEFFXXX,U,0,00000000
72050000,AUGSDE77XXX,U,0,00000000
72050101,BYLADEM1AUG,U,0,00000000
72051210,BYLADEM1AIC,U,0,00000000
72051840,BYLADEM1GZK,U,0,00000000
72062152,GENODEF1MTG,U,0,00000000
72069002,GENODEF1ADZ,U,0,00000000
72069005,GENODEF1AIL,U,0,00000000
72069034,GENODEF1BSI,U,0,00000000
72069036,GENODEF1BOI,U,0,00000000
72069043,GENODEF1GZ2,U,0,00000000
72069105,GENODEF1HTF,U,0,00000000
72069113,GENODEF1HZH,U,0,00000000
72069119,GENODEF1ICH,U,0,00000000
72069123,GENODEF1JET,U,0,00000000
72069126,GENODEF1BBT,U,0,00000000
72069132,GENODEF1KRR,U,0,00000000
72069135,GENODEF1LST,U,0,00000000
72069155,GENODEF1MRI,U,0,00000000
72069179,GENODEF1BWI,U,0,00000000
72069181,GENODEF1OFF,U,0,00000000
72069193,GENODEF1RLI,U,0,00000000
72069209,GENODEF1RGB,U,0,00000000
72069220,GENODEF1SMU,U,0,00000000
72069235,GENODEF1THS,U,0,00000000
72069263,GENODEF1WTS,U,0,00000000
72069274,GENODEF1ZUS,U,0,00000000
72069308,GENODEF1WDN,U,0,00000000
72069329,GENODEF1NOE,U,0,00000000
72069736,GENODEF1BLT,U,0,00000000
72069789,GENODEF1PFA,U,0,00000000
72070001,DEUTDEMM720,U,0,00000000
72070024,DEUTDEDB720,U,0,00000000
72070324,DEUTDEDBP19,U,0,00000000
72070365,DEUTDEMMP19,U,0,00000000
72080001,DRESDEFF720,U,0,00000000
72090000,GENODEF1AUB,U,0,00000000
72090500,GENODEF1S03,U,0,00000000
72090900,GENODEF1P14,U,0,00000000
72091800,GENODEF1GZ1,U,0,00000000
72120078,HYVEDEMM426,U,0,00000000
72122181,HYVEDEMM665,U,0,00000000
72140052,COBADEFFXXX,U,0,00000000
72150000,BYLADEM1ING,U,0,00000000
72151340,BYLADEM1EIS,U,0,00000000
72151650,BYLADEM1PAF,U,0,00000000
72151880,BYLADEM1SSH,U,0,00000000
72152070,BYLADEM1NEB,U,0,00000000
72160818,GENODEF1INP,U,0,00000000
72169013,GENODEF1ARH,U,0,00000000
72169080,GENODEF1GSB,U,0,00000000
72169218,GENODEF1SBN,U,0,00000000
72169246,GENODEF1WFN,U,0,00000000
72169380,GENODEF1BLN,U,0,00000000
72169745,GENODEF1WDF,U,0,00000000
72169756,GENODEF1ND2,U,0,00000000
72169764,GENODEF1WRI,U,0,00000000
72169812,GENODEF1GAH,U,0,00000000
72169831,GENODEF1RBL,U,0,00000000
72170007,DEUTDEMM721,U,0,00000000
72170024,DEUTDEDB721,U,0,00000000
72170324,DEUTDEDBP17,U,0,00000000
72170363,DEUTDEMMP17,U,0,00000000
72180002,DRESDEFF721,U,0,00000000
72220074,HYVEDEMM255,U,0,00000000
72223182,HYVEDEMM263,U,0,00000000
72250000,BYLADEM1NLG,U,0,00000000
72250160,BYLADEM1DON,U,0,00000000
72251520,BYLADEM1DLG,U,0,00000000
72261754,GENODEF1RLH,U,0,00000000
72262401,GENODEF1DLG,U,0,00000000
72290100,GENODEF1DON,U,0,00000000
73050000,BYLADEM1NUL,U,0,00000000
73061191,GENODEF1NU1,U,0,00000000
73120075,HYVEDEMM436,U,0,00000000
73140046,COBADEFFXXX,U,0,00000000
73150000,BYLADEM1MLM,U,0,00000000
73160000,GENODEF1MIR,U,0,00000000
73180011,DRESDEFF731,U,0,00000000
73190000,GENODEF1MM1,U,0,00000000
73311600,,U,1,00000000
73320073,HYVEDEMM428,U,0,00000000
73321177,HYVEDEMM567,U,0,00000000
73322380,HYVEDEMM570,U,0,00000000
73331700,GABLDE71XXX,U,0,00000000
73340046,COBADEFFXXX,U,0,00000000
73350000,BYLADEM1ALG,U,0,00000000
73369264,GENODEF1DTA,U,0,00000000
73369821,GENODEF1LBB,U,0,00000000
73369823,GENODEF1WWA,U,0,00000000
73369826,GENODEF1LIA,U,0,00000000
73369851,GENODEF1AIT,U,0,00000000
73369854,GENODEF1FCH,U,0,00000000
73369859,GENODEF1BIN,U,0,00000000
73369871,GENODEF1EGB,U,0,00000000
73369902,GENODEF1KM1,U,0,00000000
73369918,GENODEF1OKI,U,0,00000000
73369920,GENODEF1SFO,U,0,00000000
73369933,GENODEF1RHP,U,0,00000000
73369936,GENODEF1SER,U,0,00000000
73369954,GENODEF1WGO,U,0,00000000
73370008,DEUTDEMM733,U,0,00000000
73370024,DEUTDEDB733,U,0,00000000
73380004,DRESDEFF733,U,0,00000000
73390000,GENODEF1KEV,U,0,00000000
73392000,GENODEF1IMV,U,0,00000000
73420071,HYVEDEMM427,U,0,00000000
73421478,HYVEDEMM666,U,0,00000000
73440048,COBADEFFXXX,U,0,00000000
73450000,BYLADEM1KFB,U,0,00000000
73451450,BYLADEM1SOG,U,0,00000000
73480013,DRESDEFF734,U,0,00000000
74020074,HYVEDEMM445,U,0,00000000
74020100,RZOODE77XXX,M,0,00000000
74020150,RZOODE77XXX,M,0,00000000
74040082,COBADEFFXXX,U,0,00000000
74050000,BYLADEM1PAS,U,0,00000000
74051230,BYLADEM1FRG,U,0,00000000
74061101,GENODEF1RGS,U,0,00000000
74061564,GENODEF1NUI,U,0,00000000
74061670,GENODEF1ORT,U,0,00000000
74061813,GENODEF1PFK,U,0,00000000
74061814,GENODEF1PFK,U,0,00000000
74062490,GENODEF1VIR,U,0,00000000
74062786,GENODEF1TIE,U,0,00000000
74064593,GENODEF1WSD,U,0,00000000
74065782,GENODEF1SZT,U,0,00000000
74066749,GENODEF1HZN,U,0,00000000
74067000,GENODEF1POC,D,0,00000000
74069744,GENODEF1GRT,U,0,00000000
74069752,GENODEF1HHU,U,1,00000000
74069758,GENODEF1TKI,U,0,00000000
74069768,GENODEF1NHD,U,0,00000000
74090000,GENODEF1PA1,U,0,00000000
74120071,HYVEDEMM415,U,0,00000000
74131000,TEKRDE71XXX,U,0,00000000
74140048,COBADEFFXXX,U,0,00000000
74150000,BYLADEM1DEG,U,0,00000000
74151450,BYLADEM1REG,U,0,00000000
74160025,GENODEF1DEG,U,0,00000000
74161608,GENODEF1HBW,U,0,00000000
74164149,GENODEF1RGE,U,0,00000000
74165013,GENODEF1AUS,U,0,00000000
74180009,DRESDEFF741,U,0,00000000
74190000,GENODEF1DGV,U,0,00000000
74191000,GENODEF1LND,U,0,00000000
74220075,HYVEDEMM452,U,0,00000000
74221170,HYVEDEMM675,U,0,00000000
74240062,COBADEFFXXX,U,0,00000000
74250000,BYLADEM1SRG,U,0,00000000
74251020,BYLADEM1CHM,U,0,00000000
74260110,GENODEF1SR2,U,0,00000000
74261024,GENODEF1CHA,U,0,00000000
74290000,GENODEF1SR1,U,0,00000000
74290100,CBSRDE71XXX,U,0,00000000
74320073,HYVEDEMM433,U,0,00000000
74340077,COBADEFFXXX,U,0,00000000
74350000,BYLADEM1LAH,U,0,00000000
74351430,BYLADEM1EGF,U,0,00000000
74351740,BYLADEM1MSB,U,0,00000000
74361211,GENODEF1ARF,U,0,00000000
74362663,GENODEF1ERG,U,0,00000000
74364689,GENODEF1PFF,U,0,00000000
74369068,GENODEF1LWE,U,0,00000000
74369088,GENODEF1GPF,U,0,00000000
74369130,GENODEF1PST,U,0,00000000
74369146,GENODEF1RZK,U,0,00000000
